date,product,unit_type,unit_measure,consumed,restocked,stock_balance,lead_time_days
2025-09-02,Upholstery Fabric,weight,m,26.43,0.0,459.5,10
2025-09-03,Upholstery Fabric,weight,m,15.27,0.0,444.23,10
2025-09-04,Upholstery Fabric,weight,m,24.7,0.0,419.53,10
2025-09-05,Upholstery Fabric,weight,m,21.31,0.0,398.22,10
2025-09-06,Upholstery Fabric,weight,m,13.68,0.0,384.54,10
2025-09-08,Upholstery Fabric,weight,m,22.01,0.0,362.53,10
2025-09-09,Upholstery Fabric,weight,m,25.28,0.0,337.25,10
2025-09-10,Upholstery Fabric,weight,m,25.35,0.0,311.9,10
2025-09-11,Upholstery Fabric,weight,m,21.27,0.0,290.63,10
2025-09-12,Upholstery Fabric,weight,m,21.6,0.0,269.03,10
2025-09-13,Upholstery Fabric,weight,m,9.75,0.0,259.28,10
2025-09-15,Upholstery Fabric,weight,m,22.36,0.0,236.92,10
2025-09-16,Upholstery Fabric,weight,m,23.47,0.0,213.45,10
2025-09-17,Upholstery Fabric,weight,m,29.52,0.0,183.93,10
2025-09-18,Upholstery Fabric,weight,m,22.35,486.74,648.32,10
2025-09-19,Upholstery Fabric,weight,m,23.67,0.0,624.65,10
2025-09-20,Upholstery Fabric,weight,m,10.66,0.0,613.99,10
2025-09-22,Upholstery Fabric,weight,m,21.49,0.0,592.5,10
2025-09-23,Upholstery Fabric,weight,m,21.67,0.0,570.83,10
2025-09-24,Upholstery Fabric,weight,m,27.8,0.0,543.03,10
2025-09-25,Upholstery Fabric,weight,m,23.22,0.0,519.81,10
2025-09-26,Upholstery Fabric,weight,m,22.17,0.0,497.64,10
2025-09-27,Upholstery Fabric,weight,m,13.45,0.0,484.19,10
2025-09-29,Upholstery Fabric,weight,m,23.42,0.0,460.77,10
2025-09-30,Upholstery Fabric,weight,m,23.04,0.0,437.73,10
2025-10-01,Upholstery Fabric,weight,m,24.93,0.0,412.8,10
2025-10-03,Upholstery Fabric,weight,m,29.69,0.0,383.11,10
2025-10-04,Upholstery Fabric,weight,m,14.12,0.0,368.99,10
2025-10-06,Upholstery Fabric,weight,m,28.54,0.0,340.45,10
2025-10-07,Upholstery Fabric,weight,m,31.06,0.0,309.39,10
2025-10-08,Upholstery Fabric,weight,m,29.2,0.0,280.19,10
2025-10-09,Upholstery Fabric,weight,m,31.12,0.0,249.07,10
2025-10-10,Upholstery Fabric,weight,m,36.36,0.0,212.71,10
2025-10-11,Upholstery Fabric,weight,m,15.95,0.0,196.76,10
2025-10-13,Upholstery Fabric,weight,m,25.1,0.0,171.66,10
2025-10-14,Upholstery Fabric,weight,m,29.43,486.74,628.97,10
2025-10-15,Upholstery Fabric,weight,m,28.37,0.0,600.6,10
2025-10-16,Upholstery Fabric,weight,m,31.24,0.0,569.36,10
2025-10-17,Upholstery Fabric,weight,m,30.91,0.0,538.45,10
2025-10-18,Upholstery Fabric,weight,m,14.96,0.0,523.49,10
2025-10-20,Upholstery Fabric,weight,m,27.7,0.0,495.79,10
2025-10-21,Upholstery Fabric,weight,m,27.42,0.0,468.37,10
2025-10-22,Upholstery Fabric,weight,m,29.65,0.0,438.72,10
2025-10-23,Upholstery Fabric,weight,m,25.36,0.0,413.36,10
2025-10-25,Upholstery Fabric,weight,m,15.13,0.0,398.23,10
2025-10-27,Upholstery Fabric,weight,m,30.68,0.0,367.55,10
2025-10-28,Upholstery Fabric,weight,m,26.33,0.0,341.22,10
2025-10-29,Upholstery Fabric,weight,m,28.54,0.0,312.68,10
2025-10-30,Upholstery Fabric,weight,m,34.58,0.0,278.1,10
2025-10-31,Upholstery Fabric,weight,m,33.93,0.0,244.17,10
2025-11-01,Upholstery Fabric,weight,m,13.36,0.0,230.81,10
2025-11-03,Upholstery Fabric,weight,m,31.3,0.0,199.51,10
2025-11-04,Upholstery Fabric,weight,m,27.93,0.0,171.58,10
2025-11-05,Upholstery Fabric,weight,m,31.23,486.74,627.09,10
2025-11-06,Upholstery Fabric,weight,m,38.91,0.0,588.18,10
2025-11-07,Upholstery Fabric,weight,m,29.85,0.0,558.33,10
2025-11-08,Upholstery Fabric,weight,m,15.67,0.0,542.66,10
2025-11-10,Upholstery Fabric,weight,m,31.44,0.0,511.22,10
2025-11-11,Upholstery Fabric,weight,m,38.2,0.0,473.02,10
2025-11-12,Upholstery Fabric,weight,m,29.14,0.0,443.88,10
2025-11-13,Upholstery Fabric,weight,m,32.21,0.0,411.67,10
2025-11-14,Upholstery Fabric,weight,m,34.36,0.0,377.31,10
2025-11-15,Upholstery Fabric,weight,m,15.46,0.0,361.85,10
2025-11-17,Upholstery Fabric,weight,m,34.92,0.0,326.93,10
2025-11-18,Upholstery Fabric,weight,m,32.48,0.0,294.45,10
2025-11-19,Upholstery Fabric,weight,m,32.35,0.0,262.1,10
2025-11-20,Upholstery Fabric,weight,m,29.89,0.0,232.21,10
2025-11-21,Upholstery Fabric,weight,m,33.56,0.0,198.65,10
2025-11-22,Upholstery Fabric,weight,m,18.78,0.0,179.87,10
2025-11-24,Upholstery Fabric,weight,m,31.61,0.0,635.0,10
2025-11-25,Upholstery Fabric,weight,m,29.28,0.0,605.72,10
2025-11-26,Upholstery Fabric,weight,m,33.76,0.0,571.96,10
2025-11-27,Upholstery Fabric,weight,m,33.55,0.0,538.41,10
2025-11-28,Upholstery Fabric,weight,m,27.23,0.0,511.18,10
2025-11-29,Upholstery Fabric,weight,m,15.64,0.0,495.54,10
2025-12-01,Upholstery Fabric,weight,m,28.17,0.0,467.37,10
2025-12-02,Upholstery Fabric,weight,m,29.85,0.0,437.52,10
2025-12-03,Upholstery Fabric,weight,m,27.09,0.0,410.43,10
2025-12-04,Upholstery Fabric,weight,m,31.15,0.0,379.28,10
2025-12-05,Upholstery Fabric,weight,m,29.74,0.0,349.54,10
2025-12-06,Upholstery Fabric,weight,m,15.33,0.0,334.21,10
2025-12-08,Upholstery Fabric,weight,m,29.2,0.0,305.01,10
2025-12-09,Upholstery Fabric,weight,m,31.51,0.0,273.5,10
2025-12-10,Upholstery Fabric,weight,m,27.63,0.0,245.87,10
2025-12-11,Upholstery Fabric,weight,m,32.96,0.0,212.91,10
2025-12-12,Upholstery Fabric,weight,m,29.84,0.0,183.07,10
2025-12-13,Upholstery Fabric,weight,m,13.79,486.74,656.02,10
2025-12-15,Upholstery Fabric,weight,m,27.8,0.0,628.22,10
2025-12-16,Upholstery Fabric,weight,m,21.93,0.0,606.29,10
2025-12-17,Upholstery Fabric,weight,m,31.51,0.0,574.78,10
2025-12-18,Upholstery Fabric,weight,m,29.28,0.0,545.5,10
2025-12-19,Upholstery Fabric,weight,m,32.03,0.0,513.47,10
2025-12-20,Upholstery Fabric,weight,m,10.1,0.0,503.37,10
2025-12-22,Upholstery Fabric,weight,m,22.62,0.0,480.75,10
2025-12-23,Upholstery Fabric,weight,m,34.18,0.0,446.57,10
2025-12-24,Upholstery Fabric,weight,m,32.67,0.0,413.9,10
2025-12-27,Upholstery Fabric,weight,m,16.33,0.0,397.57,10
2025-12-29,Upholstery Fabric,weight,m,26.48,0.0,371.09,10
2025-12-30,Upholstery Fabric,weight,m,27.92,0.0,343.17,10
2025-12-31,Upholstery Fabric,weight,m,35.24,0.0,307.93,10
2025-01-02,Fastener Pack,unit,packs,12.83,0.0,287.17,7
2025-01-03,Fastener Pack,unit,packs,11.81,0.0,275.36,7
2025-01-04,Fastener Pack,unit,packs,5.39,0.0,269.97,7
2025-01-06,Fastener Pack,unit,packs,10.83,0.0,259.14,7
2025-01-07,Fastener Pack,unit,packs,12.01,0.0,247.13,7
2025-01-08,Fastener Pack,unit,packs,12.28,0.0,234.85,7
2025-01-09,Fastener Pack,unit,packs,8.12,0.0,226.73,7
2025-01-10,Fastener Pack,unit,packs,9.54,0.0,217.19,7
2025-01-11,Fastener Pack,unit,packs,5.75,0.0,211.44,7
2025-01-13,Fastener Pack,unit,packs,11.11,0.0,200.33,7
2025-01-14,Fastener Pack,unit,packs,12.16,0.0,188.17,7
2025-01-15,Fastener Pack,unit,packs,12.79,0.0,175.38,7
2025-01-16,Fastener Pack,unit,packs,9.35,0.0,166.03,7
2025-01-17,Fastener Pack,unit,packs,10.69,0.0,155.34,7
2025-01-18,Fastener Pack,unit,packs,6.16,0.0,149.18,7
2025-01-20,Fastener Pack,unit,packs,11.95,0.0,137.23,7
2025-01-21,Fastener Pack,unit,packs,10.54,0.0,126.69,7
2025-01-22,Fastener Pack,unit,packs,10.73,0.0,115.96,7
2025-01-23,Fastener Pack,unit,packs,12.04,0.0,103.92,7
2025-01-24,Fastener Pack,unit,packs,10.16,0.0,93.76,7
2025-01-25,Fastener Pack,unit,packs,5.61,0.0,88.15,7
2025-01-27,Fastener Pack,unit,packs,12.55,0.0,75.6,7
2025-01-28,Fastener Pack,unit,packs,9.36,155.8,222.04,7
2025-01-29,Fastener Pack,unit,packs,9.38,0.0,212.66,7
2025-01-30,Fastener Pack,unit,packs,12.09,0.0,200.57,7
2025-01-31,Fastener Pack,unit,packs,10.03,0.0,190.54,7
2025-02-01,Fastener Pack,unit,packs,5.2,0.0,185.34,7
2025-02-03,Fastener Pack,unit,packs,9.14,0.0,176.2,7
2025-02-04,Fastener Pack,unit,packs,10.42,0.0,165.78,7
2025-02-05,Fastener Pack,unit,packs,11.49,0.0,154.29,7
2025-02-06,Fastener Pack,unit,packs,11.54,0.0,142.75,7
2025-02-07,Fastener Pack,unit,packs,11.62,0.0,131.13,7
2025-02-08,Fastener Pack,unit,packs,4.63,0.0,126.5,7
2025-02-10,Fastener Pack,unit,packs,10.34,0.0,116.16,7
2025-02-11,Fastener Pack,unit,packs,10.06,0.0,106.1,7
2025-02-12,Fastener Pack,unit,packs,10.66,0.0,95.44,7
2025-02-13,Fastener Pack,unit,packs,12.04,0.0,83.4,7
2025-02-14,Fastener Pack,unit,packs,11.15,0.0,72.25,7
2025-02-15,Fastener Pack,unit,packs,5.33,155.8,222.72,7
2025-02-17,Fastener Pack,unit,packs,10.99,0.0,211.73,7
2025-02-18,Fastener Pack,unit,packs,11.85,0.0,199.88,7
2025-02-19,Fastener Pack,unit,packs,10.81,0.0,189.07,7
2025-02-20,Fastener Pack,unit,packs,11.44,0.0,177.63,7
2025-02-21,Fastener Pack,unit,packs,10.38,0.0,167.25,7
2025-02-22,Fastener Pack,unit,packs,5.42,0.0,161.83,7
2025-02-24,Fastener Pack,unit,packs,10.44,0.0,151.39,7
2025-02-25,Fastener Pack,unit,packs,11.67,0.0,139.72,7
2025-02-26,Fastener Pack,unit,packs,10.86,0.0,128.86,7
2025-02-27,Fastener Pack,unit,packs,9.38,0.0,119.48,7
2025-02-28,Fastener Pack,unit,packs,9.63,0.0,109.85,7
2025-03-01,Fastener Pack,unit,packs,5.05,0.0,104.8,7
2025-03-03,Fastener Pack,unit,packs,10.66,0.0,94.14,7
2025-03-04,Fastener Pack,unit,packs,12.41,0.0,81.73,7
2025-03-05,Fastener Pack,unit,packs,11.08,0.0,70.65,7
2025-03-06,Fastener Pack,unit,packs,9.93,155.8,216.52,7
2025-03-07,Fastener Pack,unit,packs,11.47,0.0,205.05,7
2025-03-08,Fastener Pack,unit,packs,5.88,0.0,199.17,7
2025-03-10,Fastener Pack,unit,packs,10.52,0.0,188.65,7
2025-03-11,Fastener Pack,unit,packs,11.57,0.0,177.08,7
2025-03-12,Fastener Pack,unit,packs,9.26,0.0,167.82,7
2025-03-13,Fastener Pack,unit,packs,12.35,0.0,155.47,7
2025-03-14,Fastener Pack,unit,packs,9.69,0.0,145.78,7
2025-03-15,Fastener Pack,unit,packs,5.39,0.0,140.39,7
2025-03-17,Fastener Pack,unit,packs,8.94,0.0,131.45,7
2025-03-18,Fastener Pack,unit,packs,10.99,0.0,120.46,7
2025-03-19,Fastener Pack,unit,packs,11.22,0.0,109.24,7
2025-03-20,Fastener Pack,unit,packs,7.99,0.0,101.25,7
2025-03-21,Fastener Pack,unit,packs,10.49,0.0,90.76,7
2025-03-22,Fastener Pack,unit,packs,4.96,0.0,85.8,7
2025-03-24,Fastener Pack,unit,packs,11.0,0.0,74.8,7
2025-03-25,Fastener Pack,unit,packs,8.89,155.8,221.71,7
2025-03-26,Fastener Pack,unit,packs,12.52,0.0,209.19,7
2025-03-27,Fastener Pack,unit,packs,10.35,0.0,198.84,7
2025-03-28,Fastener Pack,unit,packs,10.18,0.0,188.66,7
2025-03-29,Fastener Pack,unit,packs,4.77,0.0,183.89,7
2025-03-31,Fastener Pack,unit,packs,11.56,0.0,172.33,7
2025-04-01,Fastener Pack,unit,packs,11.36,0.0,160.97,7
2025-04-02,Fastener Pack,unit,packs,8.54,0.0,152.43,7
2025-04-03,Fastener Pack,unit,packs,9.3,0.0,143.13,7
2025-04-04,Fastener Pack,unit,packs,10.71,0.0,132.42,7
2025-04-05,Fastener Pack,unit,packs,5.14,0.0,127.28,7
2025-04-07,Fastener Pack,unit,packs,9.02,0.0,118.26,7
2025-04-08,Fastener Pack,unit,packs,10.04,0.0,108.22,7
2025-04-09,Fastener Pack,unit,packs,10.78,0.0,97.44,7
2025-04-10,Fastener Pack,unit,packs,8.92,0.0,88.52,7
2025-04-11,Fastener Pack,unit,packs,10.32,0.0,78.2,7
2025-04-12,Fastener Pack,unit,packs,5.43,0.0,72.77,7
2025-04-14,Fastener Pack,unit,packs,9.89,0.0,218.68,7
2025-04-15,Fastener Pack,unit,packs,9.18,0.0,209.5,7
2025-04-16,Fastener Pack,unit,packs,10.38,0.0,199.12,7
2025-04-17,Fastener Pack,unit,packs,9.35,0.0,189.77,7
2025-04-18,Fastener Pack,unit,packs,12.15,0.0,177.62,7
2025-04-19,Fastener Pack,unit,packs,4.41,0.0,173.21,7
2025-04-21,Fastener Pack,unit,packs,10.12,0.0,163.09,7
2025-04-22,Fastener Pack,unit,packs,11.17,0.0,151.92,7
2025-04-23,Fastener Pack,unit,packs,9.36,0.0,142.56,7
2025-04-24,Fastener Pack,unit,packs,8.6,0.0,133.96,7
2025-04-25,Fastener Pack,unit,packs,8.72,0.0,125.24,7
2025-04-26,Fastener Pack,unit,packs,4.48,0.0,120.76,7
2025-04-28,Fastener Pack,unit,packs,9.27,0.0,111.49,7
2025-04-29,Fastener Pack,unit,packs,9.89,0.0,101.6,7
2025-04-30,Fastener Pack,unit,packs,9.9,0.0,91.7,7
2025-05-02,Fastener Pack,unit,packs,9.83,0.0,81.87,7
2025-05-03,Fastener Pack,unit,packs,4.82,0.0,77.05,7
2025-05-05,Fastener Pack,unit,packs,7.72,0.0,225.13,7
2025-05-06,Fastener Pack,unit,packs,10.24,0.0,214.89,7
2025-05-07,Fastener Pack,unit,packs,8.55,0.0,206.34,7
2025-05-08,Fastener Pack,unit,packs,7.7,0.0,198.64,7
2025-05-09,Fastener Pack,unit,packs,9.57,0.0,189.07,7
2025-05-10,Fastener Pack,unit,packs,4.53,0.0,184.54,7
2025-05-12,Fastener Pack,unit,packs,8.63,0.0,175.91,7
2025-05-13,Fastener Pack,unit,packs,8.74,0.0,167.17,7
2025-05-14,Fastener Pack,unit,packs,10.05,0.0,157.12,7
2025-05-15,Fastener Pack,unit,packs,9.18,0.0,147.94,7
2025-05-16,Fastener Pack,unit,packs,9.04,0.0,138.9,7
2025-05-17,Fastener Pack,unit,packs,4.7,0.0,134.2,7
2025-05-19,Fastener Pack,unit,packs,8.0,0.0,126.2,7
2025-05-20,Fastener Pack,unit,packs,9.27,0.0,116.93,7
2025-05-21,Fastener Pack,unit,packs,8.97,0.0,107.96,7
2025-05-22,Fastener Pack,unit,packs,9.95,0.0,98.01,7
2025-05-23,Fastener Pack,unit,packs,9.3,0.0,88.71,7
2025-05-24,Fastener Pack,unit,packs,5.47,0.0,83.24,7
2025-05-26,Fastener Pack,unit,packs,9.74,0.0,73.5,7
2025-05-27,Fastener Pack,unit,packs,9.37,155.8,219.93,7
2025-05-28,Fastener Pack,unit,packs,8.62,0.0,211.31,7
2025-05-29,Fastener Pack,unit,packs,8.18,0.0,203.13,7
2025-05-30,Fastener Pack,unit,packs,8.32,0.0,194.81,7
2025-05-31,Fastener Pack,unit,packs,5.42,0.0,189.39,7
2025-06-02,Fastener Pack,unit,packs,8.97,0.0,180.42,7
2025-06-03,Fastener Pack,unit,packs,8.19,0.0,172.23,7
2025-06-04,Fastener Pack,unit,packs,9.59,0.0,162.64,7
2025-06-05,Fastener Pack,unit,packs,6.76,0.0,155.88,7
2025-06-06,Fastener Pack,unit,packs,7.75,0.0,148.13,7
2025-06-07,Fastener Pack,unit,packs,4.16,0.0,143.97,7
2025-06-09,Fastener Pack,unit,packs,6.29,0.0,137.68,7
2025-06-10,Fastener Pack,unit,packs,9.88,0.0,127.8,7
2025-06-11,Fastener Pack,unit,packs,9.75,0.0,118.05,7
2025-06-12,Fastener Pack,unit,packs,8.07,0.0,109.98,7
2025-06-13,Fastener Pack,unit,packs,8.54,0.0,101.44,7
2025-06-14,Fastener Pack,unit,packs,4.17,0.0,97.27,7
2025-06-16,Fastener Pack,unit,packs,9.61,0.0,87.66,7
2025-06-17,Fastener Pack,unit,packs,9.25,0.0,78.41,7
2025-06-18,Fastener Pack,unit,packs,8.54,0.0,69.87,7
2025-06-19,Fastener Pack,unit,packs,10.59,155.8,215.08,7
2025-06-20,Fastener Pack,unit,packs,7.7,0.0,207.38,7
2025-06-21,Fastener Pack,unit,packs,4.09,0.0,203.29,7
2025-06-23,Fastener Pack,unit,packs,8.94,0.0,194.35,7
2025-06-24,Fastener Pack,unit,packs,8.82,0.0,185.53,7
2025-06-25,Fastener Pack,unit,packs,9.09,0.0,176.44,7
2025-06-26,Fastener Pack,unit,packs,8.46,0.0,167.98,7
2025-06-27,Fastener Pack,unit,packs,9.43,0.0,158.55,7
2025-06-28,Fastener Pack,unit,packs,4.66,0.0,153.89,7
2025-06-30,Fastener Pack,unit,packs,9.32,0.0,144.57,7
2025-07-01,Fastener Pack,unit,packs,8.21,0.0,136.36,7
2025-07-02,Fastener Pack,unit,packs,8.89,0.0,127.47,7
2025-07-03,Fastener Pack,unit,packs,7.52,0.0,119.95,7
2025-07-04,Fastener Pack,unit,packs,9.28,0.0,110.67,7
2025-07-05,Fastener Pack,unit,packs,4.18,0.0,106.49,7
2025-07-07,Fastener Pack,unit,packs,8.52,0.0,97.97,7
2025-07-08,Fastener Pack,unit,packs,6.84,0.0,91.13,7
2025-07-09,Fastener Pack,unit,packs,6.87,0.0,84.26,7
2025-07-10,Fastener Pack,unit,packs,6.99,0.0,77.27,7
2025-07-11,Fastener Pack,unit,packs,9.14,155.8,223.93,7
2025-07-12,Fastener Pack,unit,packs,3.85,0.0,220.08,7
2025-07-14,Fastener Pack,unit,packs,7.29,0.0,212.79,7
2025-07-15,Fastener Pack,unit,packs,8.14,0.0,204.65,7
2025-07-16,Fastener Pack,unit,packs,5.99,0.0,198.66,7
2025-07-17,Fastener Pack,unit,packs,10.16,0.0,188.5,7
2025-07-18,Fastener Pack,unit,packs,9.31,0.0,179.19,7
2025-07-19,Fastener Pack,unit,packs,3.98,0.0,175.21,7
2025-07-21,Fastener Pack,unit,packs,7.82,0.0,167.39,7
2025-07-22,Fastener Pack,unit,packs,8.46,0.0,158.93,7
2025-07-23,Fastener Pack,unit,packs,8.34,0.0,150.59,7
2025-07-24,Fastener Pack,unit,packs,8.27,0.0,142.32,7
2025-07-25,Fastener Pack,unit,packs,7.93,0.0,134.39,7
2025-07-26,Fastener Pack,unit,packs,4.25,0.0,130.14,7
2025-07-28,Fastener Pack,unit,packs,8.19,0.0,121.95,7
2025-07-29,Fastener Pack,unit,packs,7.69,0.0,114.26,7
2025-07-30,Fastener Pack,unit,packs,7.54,0.0,106.72,7
2025-07-31,Fastener Pack,unit,packs,8.86,0.0,97.86,7
2025-08-01,Fastener Pack,unit,packs,8.36,0.0,89.5,7
2025-08-02,Fastener Pack,unit,packs,4.12,0.0,85.38,7
2025-08-04,Fastener Pack,unit,packs,7.65,0.0,77.73,7
2025-08-05,Fastener Pack,unit,packs,7.91,155.8,225.62,7
2025-08-06,Fastener Pack,unit,packs,8.15,0.0,217.47,7
2025-08-07,Fastener Pack,unit,packs,8.1,0.0,209.37,7
2025-08-08,Fastener Pack,unit,packs,8.58,0.0,200.79,7
2025-08-09,Fastener Pack,unit,packs,4.22,0.0,196.57,7
2025-08-11,Fastener Pack,unit,packs,8.22,0.0,188.35,7
2025-08-12,Fastener Pack,unit,packs,8.09,0.0,180.26,7
2025-08-13,Fastener Pack,unit,packs,8.15,0.0,172.11,7
2025-08-14,Fastener Pack,unit,packs,9.16,0.0,162.95,7
2025-08-16,Fastener Pack,unit,packs,4.11,0.0,158.84,7
2025-08-18,Fastener Pack,unit,packs,9.83,0.0,149.01,7
2025-08-19,Fastener Pack,unit,packs,9.22,0.0,139.79,7
2025-08-20,Fastener Pack,unit,packs,7.46,0.0,132.33,7
2025-08-21,Fastener Pack,unit,packs,7.44,0.0,124.89,7
2025-08-22,Fastener Pack,unit,packs,10.13,0.0,114.76,7
2025-08-23,Fastener Pack,unit,packs,3.73,0.0,111.03,7
2025-08-25,Fastener Pack,unit,packs,6.41,0.0,104.62,7
2025-08-26,Fastener Pack,unit,packs,9.19,0.0,95.43,7
2025-08-27,Fastener Pack,unit,packs,10.05,0.0,85.38,7
2025-08-28,Fastener Pack,unit,packs,8.07,0.0,77.31,7
2025-08-29,Fastener Pack,unit,packs,8.57,155.8,224.54,7
2025-08-30,Fastener Pack,unit,packs,3.97,0.0,220.57,7
2025-09-01,Fastener Pack,unit,packs,10.67,0.0,209.9,7
2025-09-02,Fastener Pack,unit,packs,10.76,0.0,199.14,7
2025-09-03,Fastener Pack,unit,packs,6.47,0.0,192.67,7
2025-09-04,Fastener Pack,unit,packs,10.2,0.0,182.47,7
2025-09-05,Fastener Pack,unit,packs,8.74,0.0,173.73,7
2025-09-06,Fastener Pack,unit,packs,5.39,0.0,168.34,7
2025-09-08,Fastener Pack,unit,packs,8.49,0.0,159.85,7
2025-09-09,Fastener Pack,unit,packs,9.99,0.0,149.86,7
2025-09-10,Fastener Pack,unit,packs,9.52,0.0,140.34,7
2025-09-11,Fastener Pack,unit,packs,9.01,0.0,131.33,7
2025-09-12,Fastener Pack,unit,packs,8.36,0.0,122.97,7
2025-09-13,Fastener Pack,unit,packs,4.19,0.0,118.78,7
2025-09-15,Fastener Pack,unit,packs,9.23,0.0,109.55,7
2025-09-16,Fastener Pack,unit,packs,9.07,0.0,100.48,7
2025-09-17,Fastener Pack,unit,packs,11.51,0.0,88.97,7
2025-09-18,Fastener Pack,unit,packs,9.54,0.0,79.43,7
2025-09-19,Fastener Pack,unit,packs,10.32,0.0,69.11,7
2025-09-20,Fastener Pack,unit,packs,4.35,155.8,220.56,7
2025-09-22,Fastener Pack,unit,packs,8.76,0.0,211.8,7
2025-09-23,Fastener Pack,unit,packs,8.95,0.0,202.85,7
2025-09-24,Fastener Pack,unit,packs,10.01,0.0,192.84,7
2025-09-25,Fastener Pack,unit,packs,9.21,0.0,183.63,7
2025-09-26,Fastener Pack,unit,packs,8.87,0.0,174.76,7
2025-09-27,Fastener Pack,unit,packs,5.02,0.0,169.74,7
2025-09-29,Fastener Pack,unit,packs,9.05,0.0,160.69,7
2025-09-30,Fastener Pack,unit,packs,9.09,0.0,151.6,7
2025-10-01,Fastener Pack,unit,packs,10.21,0.0,141.39,7
2025-10-03,Fastener Pack,unit,packs,11.13,0.0,130.26,7
2025-10-04,Fastener Pack,unit,packs,5.45,0.0,124.81,7
2025-10-06,Fastener Pack,unit,packs,10.63,0.0,114.18,7
2025-10-07,Fastener Pack,unit,packs,12.17,0.0,102.01,7
2025-10-08,Fastener Pack,unit,packs,11.37,0.0,90.64,7
2025-10-09,Fastener Pack,unit,packs,12.1,0.0,78.54,7
2025-10-10,Fastener Pack,unit,packs,13.29,0.0,65.25,7
2025-10-11,Fastener Pack,unit,packs,6.51,155.8,214.54,7
2025-10-13,Fastener Pack,unit,packs,9.66,0.0,204.88,7
2025-10-14,Fastener Pack,unit,packs,11.93,0.0,192.95,7
2025-10-15,Fastener Pack,unit,packs,10.88,0.0,182.07,7
2025-10-16,Fastener Pack,unit,packs,11.61,0.0,170.46,7
2025-10-17,Fastener Pack,unit,packs,12.96,0.0,157.5,7
2025-10-18,Fastener Pack,unit,packs,6.09,0.0,151.41,7
2025-10-20,Fastener Pack,unit,packs,11.61,0.0,139.8,7
2025-10-21,Fastener Pack,unit,packs,11.58,0.0,128.22,7
2025-10-22,Fastener Pack,unit,packs,11.81,0.0,116.41,7
2025-10-23,Fastener Pack,unit,packs,10.07,0.0,106.34,7
2025-10-25,Fastener Pack,unit,packs,5.81,0.0,100.53,7
2025-10-27,Fastener Pack,unit,packs,13.14,0.0,87.39,7
2025-10-28,Fastener Pack,unit,packs,10.88,0.0,76.51,7
2025-10-29,Fastener Pack,unit,packs,11.79,155.8,220.52,7
2025-10-30,Fastener Pack,unit,packs,13.18,0.0,207.34,7
2025-10-31,Fastener Pack,unit,packs,14.11,0.0,193.23,7
2025-11-01,Fastener Pack,unit,packs,5.12,0.0,188.11,7
2025-11-03,Fastener Pack,unit,packs,12.51,0.0,175.6,7
2025-11-04,Fastener Pack,unit,packs,11.73,0.0,163.87,7
2025-11-05,Fastener Pack,unit,packs,12.09,0.0,151.78,7
2025-11-06,Fastener Pack,unit,packs,14.68,0.0,137.1,7
2025-11-07,Fastener Pack,unit,packs,13.02,0.0,124.08,7
2025-11-08,Fastener Pack,unit,packs,6.45,0.0,117.63,7
2025-11-10,Fastener Pack,unit,packs,11.78,0.0,105.85,7
2025-11-11,Fastener Pack,unit,packs,14.63,0.0,91.22,7
2025-11-12,Fastener Pack,unit,packs,12.17,0.0,79.05,7
2025-11-13,Fastener Pack,unit,packs,12.66,0.0,66.39,7
2025-11-14,Fastener Pack,unit,packs,13.5,155.8,208.69,7
2025-11-15,Fastener Pack,unit,packs,6.25,0.0,202.44,7
2025-11-17,Fastener Pack,unit,packs,13.23,0.0,189.21,7
2025-11-18,Fastener Pack,unit,packs,12.75,0.0,176.46,7
2025-11-19,Fastener Pack,unit,packs,12.72,0.0,163.74,7
2025-11-20,Fastener Pack,unit,packs,11.35,0.0,152.39,7
2025-11-21,Fastener Pack,unit,packs,12.66,0.0,139.73,7
2025-11-22,Fastener Pack,unit,packs,8.07,0.0,131.66,7
2025-11-24,Fastener Pack,unit,packs,12.44,0.0,119.22,7
2025-11-25,Fastener Pack,unit,packs,12.34,0.0,106.88,7
2025-11-26,Fastener Pack,unit,packs,13.2,0.0,93.68,7
2025-11-27,Fastener Pack,unit,packs,13.08,0.0,80.6,7
2025-11-28,Fastener Pack,unit,packs,11.72,0.0,68.88,7
2025-11-29,Fastener Pack,unit,packs,6.07,155.8,218.61,7
2025-12-01,Fastener Pack,unit,packs,11.22,0.0,207.39,7
2025-12-02,Fastener Pack,unit,packs,12.12,0.0,195.27,7
2025-12-03,Fastener Pack,unit,packs,10.34,0.0,184.93,7
2025-12-04,Fastener Pack,unit,packs,12.61,0.0,172.32,7
2025-12-05,Fastener Pack,unit,packs,11.69,0.0,160.63,7
2025-12-06,Fastener Pack,unit,packs,6.15,0.0,154.48,7
2025-12-08,Fastener Pack,unit,packs,12.01,0.0,142.47,7
2025-12-09,Fastener Pack,unit,packs,12.24,0.0,130.23,7
2025-12-10,Fastener Pack,unit,packs,10.56,0.0,119.67,7
2025-12-11,Fastener Pack,unit,packs,13.2,0.0,106.47,7
2025-12-12,Fastener Pack,unit,packs,12.51,0.0,93.96,7
2025-12-13,Fastener Pack,unit,packs,5.45,0.0,88.51,7
2025-12-15,Fastener Pack,unit,packs,11.15,0.0,77.36,7
2025-12-16,Fastener Pack,unit,packs,9.33,155.8,223.83,7
2025-12-17,Fastener Pack,unit,packs,11.84,0.0,211.99,7
